    0.405897423317739037E+00    0.253168270232279058E+00    0.126559254176300828E+01    0.919693308021713740E+01    0.231418699461522409E+00    0.723829894547078645E+01    0.309260246937718808E+00    0.122047645358450794E+03   -0.860643168784638647E+03
    0.282534853407445663E+00    0.135847672305680067E+00    0.118221345946417000E+01    0.339545945080985545E+01    0.617348692891784712E+01    0.766099734914361719E+01    0.219934915275515730E+00    0.122122308099614642E+03   -0.860098827405124894E+03
    0.310944789732049198E+00    0.153234338571431761E+00    0.119345830179198531E+01    0.338739596572326507E+01    0.610775501671017995E+01    0.762205913590387230E+01    0.100274344384646816E+00    0.122169748465420625E+03   -0.859324771198838221E+03
    0.361988089681534397E+00    0.287946449993401465E+00    0.117319216413130056E+01    0.935515917067389680E+01    0.171463141518785334E+00    0.713991675922725300E+01    0.336503303506401064E+00    0.121606347704590178E+03   -0.859024513043151273E+03
    0.454999754466854478E+00    0.267519551459840133E+00    0.121409981068981976E+01    0.897452817634533773E+01    0.458352959155004791E+00    0.758806126510622558E+01    0.189217131074569861E+00    0.121564074188456601E+03   -0.858702353161392011E+03
    0.365437311977237167E+00    0.159010564826355116E+00    0.119427103150745650E+01    0.893841600845038009E+01    0.480936721753442709E+00    0.767568230207101099E+01    0.202709664397220157E+00    0.121617409603618043E+03   -0.858682835681524466E+03
    0.441585650905135463E+00    0.232672873731548768E+00    0.122348535448355622E+01    0.906283059698324855E+01    0.359351613177080309E+00    0.730624027372319240E+01    0.100530146102965900E+00    0.121950498881118719E+03   -0.858627255936201209E+03
    0.358264375182361761E+00    0.181046843475468622E+00    0.116992292537308851E+01    0.911254454453794693E+01    0.423551210452833171E+00    0.739616872783434243E+01    0.995700517705708776E-01    0.122571125741255727E+03   -0.858596301178961312E+03
    0.331754710356225502E+00    0.204616777918517928E+00    0.114100350880039869E+01    0.925974396348047257E+01    0.347990586131528556E+00    0.742183027563644249E+01    0.393760224981632212E+00    0.122712904734285772E+03   -0.858587936203707386E+03
    0.287057942424773893E+00    0.239433332134212806E+00    0.120458983860497781E+01    0.928691258189066282E+01    0.280183603230833578E+00    0.753808759123460259E+01    0.409612076989404605E+00    0.122570462222657852E+03   -0.858263465050847799E+03
    0.422127515126306418E+00    0.246306978841771662E+00    0.116844272341367494E+01    0.902860822310034905E+01    0.434958681254696944E+00    0.743903922341683810E+01    0.250469631237320633E+00    0.121439035363512758E+03   -0.858239080135745780E+03
    0.389330456858410168E+00    0.263915488461137715E+00    0.119347266401977570E+01    0.902599964342871175E+01    0.515220974434531298E+00    0.731698313919477261E+01    0.689394703186578389E-01    0.122566850673265364E+03   -0.858091184609217294E+03
    0.367430084404935187E+00    0.246569426075950504E+00    0.121552848962297588E+01    0.864574823715552654E+01    0.762002167812280584E+00    0.788108854296129735E+01    0.179596179926578781E+00    0.121407647925883850E+03   -0.858077616776721698E+03
    0.330246292664872598E+00    0.164718985317731770E+00    0.124578793362712226E+01    0.911835121699157014E+01    0.296779355876268969E+00    0.742198231916322726E+01    0.278993655834274490E+00    0.121531269803253082E+03   -0.857854357728737341E+03
    0.456303371833517435E+00    0.272521817244098741E+00    0.120066770041607507E+01    0.935711608613860335E+01    0.151321661427368304E+00    0.726870921431872130E+01    0.450253668668836371E+00    0.122126695559340646E+03   -0.857766723389662388E+03
    0.361945404394104164E+00    0.125244532367982192E+00    0.119637040613145262E+01    0.914409899242016166E+01    0.368233526737764827E+00    0.784520743209928817E+01    0.867596476119127241E-01    0.122195066544911469E+03   -0.857666340467419786E+03
    0.322258473920853383E+00    0.221168675812731974E+00    0.116589110690159048E+01    0.366569020619704800E+01    0.600462131327977389E+01    0.755980579985262047E+01    0.657190170393775752E-01    0.122899161193869730E+03   -0.857624599056182660E+03
    0.327876381659907290E+00    0.154198904476225279E+00    0.114585171255370910E+01    0.926066112930805829E+01    0.372312265392264863E+00    0.771215499174920449E+01    0.301676644640329450E+00    0.122473259463952232E+03   -0.857427218278786427E+03
    0.408044414556672397E+00    0.286240351774900315E+00    0.119600233125217636E+01    0.927104887590903459E+01    0.293276211450947233E+00    0.759187911540502025E+01    0.353057627778630534E+00    0.122416620099467707E+03   -0.857274215968090857E+03
    0.356250223978086256E+00    0.250704365077321245E+00    0.124685523136099552E+01    0.873494995658254325E+01    0.621282153171754614E+00    0.771734658515829430E+01    0.261587569366483808E+00    0.121288327681247750E+03   -0.857202194737203399E+03
    0.402136205739534125E+00    0.262658235823829189E+00    0.115742138197770839E+01    0.942445447701066996E+01    0.110283491536101508E+00    0.736840911131163168E+01    0.513248046611731734E+00    0.121943795036246598E+03   -0.857169163722916437E+03
    0.375611297910832809E+00    0.210345115444753816E+00    0.123644237453566985E+01    0.930614758915110230E+01    0.567510491941320902E-01    0.745244646088097706E+01    0.318716093231470265E+00    0.121244941413827164E+03   -0.857039061855378804E+03
    0.404318157139837764E+00    0.199279263141578233E+00    0.123154362326998923E+01    0.902707634928405156E+01    0.417848578593259634E+00    0.761588615452711970E+01    0.308815639856050317E+00    0.121425352237392673E+03   -0.857030880829365742E+03
    0.315501906572265733E+00    0.286441631503462801E+00    0.122439469015941116E+01    0.910019748798188388E+01    0.295865571357693424E+00    0.748725019571934602E+01    0.356884545588541158E+00    0.121382188957164459E+03   -0.856936562104822087E+03
    0.382557073745801279E+00    0.299707565006369969E+00    0.122068867222042554E+01    0.898621368028191014E+01    0.425505467593798370E+00    0.775408573732649131E+01    0.694888027749331477E-01    0.121719116857876202E+03   -0.856920237250154059E+03
    0.353985502632516491E+00    0.195707866756554855E+00    0.116761790436172319E+01    0.892171098788899997E+01    0.571848977632217537E+00    0.785002660760122062E+01    0.195772062248162709E+00    0.121839735923578772E+03   -0.856910134979782242E+03
    0.345886151577944778E+00    0.220106255592370764E+00    0.121877196127216370E+01    0.940273532284831504E+01    0.363085085635437010E-01    0.738918613225621712E+01    0.567286073070451202E+00    0.121609146104804978E+03   -0.856808282244225666E+03
    0.331380985643108028E+00    0.263038155148204555E+00    0.112881630375680508E+01    0.912981717914260926E+01    0.493711139666674237E+00    0.770625561725698294E+01    0.203518830560383890E+00    0.122760105899880656E+03   -0.856804868002434660E+03
    0.394602626623953956E+00    0.189329859713649989E+00    0.116561765430739750E+01    0.355373002245926006E+01    0.610601762210262589E+01    0.743796681562990436E+01    0.253392212782881987E+00    0.122657963447008441E+03   -0.856798462934508962E+03
    0.341782972622658221E+00    0.161210799526949028E+00    0.119510337430772973E+01    0.364085182847549760E+01    0.593833040417209634E+01    0.758224101002431272E+01    0.333172317980371335E+00    0.122274321257967884E+03   -0.856581129820802062E+03
    0.360748008026015254E+00    0.187216526815611572E+00    0.118080149734808004E+01    0.894162292891481769E+01    0.528112767840382746E+00    0.764617181815139357E+01    0.246739929790113499E+00    0.121363721576273065E+03   -0.856539717128222492E+03
    0.370714536595221578E+00    0.174926182423894405E+00    0.115067076365274068E+01    0.933804791823900260E+01    0.222311645628990556E+00    0.732486772524007090E+01    0.141741896610826951E+00    0.121934558260596035E+03   -0.856527603584924236E+03
    0.392258458624341166E+00    0.240824699452201585E+00    0.119018375985329783E+01    0.931612471881290816E+01    0.290821470002440741E+00    0.761947447398488009E+01    0.253248505635101151E+00    0.122825456294930234E+03   -0.856522658146345634E+03
    0.419392188902769414E+00    0.338432534959988540E+00    0.120812838935467326E+01    0.902328816101597297E+01    0.396083445675472046E+00    0.733921431508136379E+01    0.227747458687454524E+00    0.121792942924873074E+03   -0.856508675098801291E+03
    0.328397890729534625E+00    0.173969567907132305E+00    0.114697962827859912E+01    0.908189677781156846E+01    0.499232609565329666E+00    0.773722746784316229E+01    0.213746128728755036E+00    0.122471500859919942E+03   -0.856476987738328262E+03
    0.382244547204314555E+00    0.189503861702521342E+00    0.119795582784582932E+01    0.919820467843617351E+01    0.259963710609328769E+00    0.764970341995207903E+01    0.490018635464268049E+00    0.121586901196543380E+03   -0.856443511090227048E+03
    0.360066755562681085E+00    0.198446072748931196E+00    0.121014821746104917E+01    0.908207321820939484E+01    0.356087157971786472E+00    0.769408939509386691E+01    0.244827518436498220E+00    0.121225039451275521E+03   -0.856431334714521654E+03
    0.357928457291968094E+00    0.130978490748403620E+00    0.120126083405356376E+01    0.899948177586664499E+01    0.515796123075828117E+00    0.752087154188581231E+01    0.260111647997256668E+00    0.122012233164641955E+03   -0.856407250725090535E+03
    0.329307630334871204E+00    0.252619750401368304E+00    0.124211789287791219E+01    0.924802234960960945E+01    0.179352828066239312E+00    0.727172599383426554E+01    0.834259218341383280E-01    0.121417003892524079E+03   -0.856300978245286842E+03
    0.382492131605536745E+00    0.280331472779419388E+00    0.113579228890517969E+01    0.921611177098644418E+01    0.402739474670214592E+00    0.743380003296747383E+01    0.405626919178156409E+00    0.122305808680727836E+03   -0.856292501176829660E+03
    0.286392168408656111E+00    0.209667888306346639E+00    0.117771299280042041E+01    0.898009239351001654E+01    0.549220108905227766E+00    0.763367854312617400E+01    0.114839594137384871E+00    0.121899247128349245E+03   -0.856290569924654733E+03
    0.434514769918797450E+00    0.315294054912796162E+00    0.118770438737694306E+01    0.939541776866929723E+01    0.120024592722191542E+00    0.723336887982726751E+01    0.388345959211047531E+00    0.122043742578724803E+03   -0.856279878318720762E+03
    0.418850202918134462E+00    0.209560539825739689E+00    0.123129954585352008E+01    0.898392006840513169E+01    0.413127452841402953E+00    0.753091569664049487E+01    0.365147523060964818E+00    0.121467341857060575E+03   -0.856273799509738410E+03
    0.364432128210639084E+00    0.188669698802653746E+00    0.122112708704227746E+01    0.335836583267366207E+01    0.619072275315953124E+01    0.740457423993074570E+01    0.441991775186873548E+00    0.122419405822908928E+03   -0.856249685717109969E+03
    0.421292648619624233E+00    0.231570689611255515E+00    0.122291311958098725E+01    0.917513324649386952E+01    0.278775793245487402E+00    0.719167566883137788E+01    0.315979633343669797E+00    0.121761604195780890E+03   -0.856189273564008090E+03
    0.372321181901648313E+00    0.353003964100756129E+00    0.119516997009776449E+01    0.897936372294427798E+01    0.478471180711440958E+00    0.766633574479499558E+01    0.210627736666893828E+00    0.121750165902332682E+03   -0.856158858002936313E+03
    0.345845610787872015E+00    0.253684463844013774E+00    0.116586578007247987E+01    0.923474401251005972E+01    0.271044146928012319E+00    0.754829417374665290E+01    0.307502187058237619E+00    0.121536528496662896E+03   -0.856153426543854266E+03
    0.368779822399956547E+00    0.175404034592957975E+00    0.116005658135084544E+01    0.939739402565373183E+01    0.179028140358656024E+00    0.724960881428930826E+01    0.961059607534391347E-01    0.122242578670652577E+03   -0.856098706419943483E+03
    0.422983515782420882E+00    0.230721115938726629E+00    0.122786882506357342E+01    0.923977864477548216E+01    0.227633060785106589E+00    0.753869055063838900E+01    0.194172927595774536E+00    0.121553186536333385E+03   -0.856081391104594559E+03
    0.360925716629421078E+00    0.172817709037560135E+00    0.121931455560527557E+01    0.879942925608359516E+01    0.681458939701662381E+00    0.776278846220279650E+01    0.168044896210750305E+00    0.122181766310901224E+03   -0.856045926228178814E+03
    0.363165137527125870E+00    0.203433030827479544E+00    0.121924975233189481E+01    0.889604422107973747E+01    0.537462843810703639E+00    0.782619844201667014E+01    0.336820657821548242E+00    0.121839134712271814E+03   -0.856011942396182349E+03
    0.360719119850172909E+00    0.256076229110372700E+00    0.126571239994722862E+01    0.915046143963913572E+01    0.216420570591176642E+00    0.754004881438024732E+01    0.974372137487445888E-01    0.121562057937288401E+03   -0.856010434741745485E+03
    0.389468488502297872E+00    0.188791528074584269E+00    0.125685204539188922E+01    0.928348630558947541E+01    0.160965716103119660E+00    0.736513038341527171E+01    0.323200771494271191E-01    0.121986699300368855E+03   -0.855983191355159306E+03
    0.405204218547822403E+00    0.261683757360548441E+00    0.119584483449485757E+01    0.917628456786540880E+01    0.273032405734479677E+00    0.722065828072581617E+01    0.194474749896123594E+00    0.121329650062390527E+03   -0.855976443665148736E+03
    0.319884208898041367E+00    0.229411943250268868E+00    0.121203367349939528E+01    0.924426046613687191E+01    0.255505819563364156E+00    0.743269538879425529E+01    0.155466903183736044E+00    0.121528334695424860E+03   -0.855963730645230044E+03
    0.397501715581965787E+00    0.154988905680724376E+00    0.123380499903385621E+01    0.923119804002881139E+01    0.188237619674454876E+00    0.740421167440741979E+01    0.374229607641664505E-01    0.121552476875284270E+03   -0.855922618760134583E+03
    0.369391676734263319E+00    0.234089396902838476E+00    0.123708494423560778E+01    0.907296096513222139E+01    0.290820480882823029E+00    0.732485596687942486E+01    0.218782289231332083E+00    0.121128445459958016E+03   -0.855875235603648548E+03
    0.384400471681062950E+00    0.214078365257073244E+00    0.118807492486222355E+01    0.887372444836927698E+01    0.597588206090347795E+00    0.782796640900664897E+01    0.118504387111849546E+00    0.122046464651060163E+03   -0.855868064209035992E+03
    0.371034266373226229E+00    0.312495519905074848E+00    0.116329565801889290E+01    0.909692062814175273E+01    0.429908495808414448E+00    0.748110076175372551E+01    0.424477008010156809E+00    0.122411399436395172E+03   -0.855788028896674177E+03
    0.350858817985739035E+00    0.186385879428493384E+00    0.114632296217864615E+01    0.898105006881703183E+01    0.611982966372125237E+00    0.772018387243615756E+01    0.158489602213084280E+00    0.122182149338534813E+03   -0.855773280469714564E+03
    0.359303107404530531E+00    0.232042265675463766E+00    0.118033292177828208E+01    0.338328324644127720E+01    0.613345146351478476E+01    0.741089263514418839E+01    0.391998946356352851E+00    0.122122724392131147E+03   -0.855731013958312019E+03
    0.344510739539483524E+00    0.252974408718636801E+00    0.122591569267685152E+01    0.938260855697624407E+01    0.890382936297615946E-01    0.749732235224974630E+01    0.512826018267159012E+00    0.121926027783133236E+03   -0.855725899815417961E+03
    0.331588233534010568E+00    0.292987471662122245E+00    0.121879204046210754E+01    0.886875767975481111E+01    0.501851923073786232E+00    0.749065781763090044E+01    0.108664191212271818E+00    0.121308271355815918E+03   -0.855719438653515567E+03
