3.538600424562463598e-01 2.071445159290996041e-01 1.221344860253190445e+00 3.376455785968300205e+00 6.170180005655070410e+00 7.356840054948271757e+00 7.127590577193763099e-01 1.217765061438117300e+02
3.125883364641524054e-01 1.443229307717726062e-01 1.274663504153457971e+00 3.393985654062325441e+00 6.019228158906890336e+00 7.586694784529221636e+00 5.072102172067762815e-01 1.215618260465246721e+02
3.013221816195623681e-01 2.819730018203303601e-01 1.250507177144885684e+00 3.532106278131499799e+00 5.788197389718310326e+00 7.644830617042288168e+00 3.468227752029214850e-01 1.213120509037781147e+02
4.203581002630536467e-01 2.901846462520023540e-01 1.190886917365624464e+00 3.499454628995142258e+00 6.022930512510414225e+00 7.537353561910967947e+00 1.618869586358430979e-01 1.215525653387129239e+02
3.946247908057025633e-01 1.623320327922217476e-01 1.209883038395497934e+00 3.558258098983163809e+00 5.936125664781333633e+00 7.702635828800673323e+00 7.642716469164171356e-01 1.216444356407512259e+02
3.999603685586197166e-01 2.144908801206312776e-01 1.258912604907489463e+00 9.177826904076491488e+00 1.519540747309592599e-01 7.575428021090096387e+00 4.368316551030740902e-01 1.214969656846041488e+02
3.764889727628637495e-01 2.744861289055789966e-01 1.254883497418540328e+00 3.435313665682994788e+00 5.942919660614982114e+00 7.871232744422132832e+00 3.132538764664326569e-01 1.214914136469621013e+02
3.324874798070263093e-01 2.082866507304211301e-01 1.291023093113129683e+00 3.212569639851753145e+00 6.059831483325724300e+00 7.894040860773785084e+00 3.572721404436092207e-01 1.212905412863683097e+02
4.165882853452149703e-01 2.048753342878466832e-01 1.246925204008420218e+00 9.296738829606191246e+00 1.415147634357014350e-01 7.583996359449217017e+00 1.384943417612916339e-01 1.215428409510018639e+02
3.796485577784505239e-01 2.665660070081927180e-01 1.209358288628713085e+00 9.154084337712951935e+00 2.281423311308458657e-01 7.364898873925795009e+00 2.508223790588788929e-02 1.214150335621638988e+02
3.604367912368966476e-01 2.897537305115853168e-01 1.212895924201504272e+00 3.618980206317233161e+00 5.918323892145026299e+00 7.749765652557705664e+00 6.948492629250045960e-01 1.216994277018140735e+02
4.127313252931215093e-01 3.394590909191099737e-01 1.249672338796522952e+00 3.318107372827289403e+00 6.093134171369639418e+00 7.278687858024872170e+00 6.855963668039142256e-01 1.215215147993657610e+02
3.353243957067972847e-01 2.355585973427701263e-01 1.201245568224513338e+00 3.326000857537663613e+00 6.073063620782532368e+00 7.662840790634698251e+00 5.961975379231569949e-01 1.215200484370830480e+02
2.976658513320067367e-01 2.479883854057919057e-01 1.219693436776628337e+00 3.221181458774033057e+00 6.175293618627303083e+00 7.427150716555960486e+00 7.948426367079226562e-01 1.214446926713742272e+02
2.773872097797078773e-01 2.749503957040776436e-01 1.236295869579369100e+00 3.638039101267287467e+00 5.829646676398654748e+00 7.519266402620524481e+00 4.597892616239193653e-01 1.214746119429838984e+02
3.536477183178390327e-01 1.920478777871935661e-01 1.232679489670255091e+00 9.399156930809443367e+00 3.681289042558681668e-02 7.423078341622108667e+00 1.147937939595381068e-01 1.216923309363739918e+02
