3.338483862267396240e-01 3.858355074025686671e-01 1.208535060417120333e+00 9.009737572603258471e+00 4.506308422018257542e-01 7.583190200690800076e+00 7.879859824268657942e-01 1.217619351071413405e+02
4.136764096447242967e-01 2.884252986207745950e-01 1.129980739611132989e+00 9.071155461178797452e+00 5.036837586256853738e-01 7.690997080516407181e+00 5.467830801250341821e-01 1.220519472134210019e+02
3.377936496728359828e-01 1.828395215535779383e-01 1.242372218378622328e+00 8.904587182204870999e+00 5.780035071486653298e-01 7.956981901635817422e+00 5.866397575636377315e-01 1.217196998630010398e+02
3.129035450957926567e-01 2.488274335425954553e-01 1.225605668294788453e+00 8.936797234995466965e+00 5.645775521009366305e-01 7.685900827350921283e+00 7.570602114820997874e-01 1.221146372200204979e+02
2.929289087976871819e-01 2.257642822716851572e-01 1.173147391874882040e+00 3.316741478150166955e+00 6.247380568082807173e+00 7.708071682035217087e+00 3.733902833163255108e-01 1.218356654147790010e+02
4.101240353234623104e-01 3.259411766835386137e-01 1.284812589751941125e+00 8.876703241719575033e+00 3.903880974324819286e-01 7.504030417800287012e+00 2.591988956884162532e-01 1.210599559958432963e+02
3.860515388279566196e-01 2.040303677131471705e-01 1.189985979757565815e+00 9.071040924637067349e+00 4.577499732056757864e-01 7.714974319063775177e+00 1.672308262280428892e-01 1.225655177722754559e+02
3.535324674239821441e-01 3.458808720916853874e-01 1.226721438013868015e+00 9.067966457584484274e+00 3.742582466930409746e-01 7.294169583786977107e+00 6.683916996325343085e-01 1.217161850010650710e+02
3.480320171362329962e-01 2.206509960904344259e-01 1.252613304651660764e+00 3.470697588966995095e+00 6.000504845988590574e+00 7.759870097876515160e+00 6.672972224942910202e-01 1.219929059433381298e+02
3.512296564245189767e-01 1.832474570085130816e-01 1.244509156349594692e+00 3.541265866283529018e+00 5.952952795474086400e+00 7.634754817987403186e+00 2.875346192085717067e-01 1.222780781176668228e+02
4.012304308813376963e-01 2.667200708024358158e-01 1.195203127570165336e+00 3.301693938088314795e+00 6.208621947922617679e+00 7.547916806477132923e+00 3.787390071415905890e-01 1.213159756098053492e+02
