8.577579298220445736e-01 1.604149382706041571e-01 9.372703413060173849e-01 5.303329658982110395e+00 4.699124203633565422e+00 1.763364860645710186e+00 4.242481536534179476e-01 3.954545598454691344e+02
8.566346128731512355e-01 2.792544308566531908e-01 5.640796872354347791e-01 5.892771148905486811e+00 4.585056748863411080e+00 1.989607863456676728e+00 6.881049681899439330e-01 4.008913293273624845e+02
9.562890402520676236e-01 3.302655630811083265e-01 4.201746670410047013e-01 6.398052798156182774e+00 4.221842266757591666e+00 2.073938887114999297e+00 2.266879862684932079e-01 3.970043312797922113e+02
9.931365829796561240e-01 1.170868439479457040e-01 2.479263288094430973e+00 4.492285296375907677e+00 4.006365119435623789e+00 1.803352185917568518e+00 4.830964535799395221e-01 4.006777202899459667e+02
9.035953702424819323e-01 3.565299691053662734e-01 1.686127582270176450e+00 5.233181154783549616e+00 4.035665272390175140e+00 2.189758938589239978e+00 7.652986215790189006e-02 3.951442874054706635e+02
8.020116483680506114e-01 1.885216840204361477e-01 6.320831641129240897e-01 6.680518808868459502e+00 3.630024458050608693e+00 1.960912929258013859e+00 6.529471939196922481e-01 3.972462989037419447e+02
8.849046367078821085e-01 5.647823166676143591e-01 1.150621519912678359e+00 6.214544794719450316e+00 3.685442366689656968e+00 2.051872671879510612e+00 3.875080747039070794e-01 3.982060742734479390e+02
7.950909363414546682e-01 2.517177492993018517e-01 1.571454385925973751e+00 5.501074641353669747e+00 3.672874007493751591e+00 2.221800636127686079e+00 4.843450957355401043e-02 3.927376590534457819e+02
8.998722416915128086e-01 3.521903221234821135e-01 5.617765550559264964e-01 6.084379016864171597e+00 4.202539036710982501e+00 2.008284565084086815e+00 3.816558029901591098e-01 3.975364027688949022e+02
9.907094157824587466e-01 5.546304644791438809e-01 6.460628321579020561e-01 6.347110983668647677e+00 3.844270756222459617e+00 2.143939711106513712e+00 4.694525404011918868e-01 3.945785619560460873e+02
8.612187268077340363e-01 4.254300337218863137e-01 1.209003901390997671e+00 5.628876268815870887e+00 4.147163132348936188e+00 2.145195062284096732e+00 6.331346381872827722e-01 4.016907256237194019e+02
9.513700442326094020e-01 2.534380945670274832e-01 1.977475334564066545e+00 4.584978149502027200e+00 4.318034663297066977e+00 2.063871252969069481e+00 6.580038873659048715e-01 3.957489289928234939e+02
8.786258050381241524e-01 3.974614850898747220e-01 1.086816676229173328e+00 6.077052365010883861e+00 3.953391442194352123e+00 2.200332520821213667e+00 2.462208373145702844e-01 4.014139574180998693e+02
8.550310226075736875e-01 8.445238559011401802e-02 2.309003706540369016e-01 7.118795173879577831e+00 3.547397678193998871e+00 1.968925646866816148e+00 5.098603821132549063e-01 3.962839226685588869e+02
8.816931532218712508e-01 1.623715191353913567e-01 1.543688321476058389e+00 4.761299400623098421e+00 4.454609979858343394e+00 1.823044816503683441e+00 1.587312576883153359e-01 3.958690428690679255e+02
9.414810053830844350e-01 4.098671949270192849e-01 1.433495746275980087e+00 5.855990025294413925e+00 3.611122165047575550e+00 2.078222174927222277e+00 8.446130357822630164e-02 4.004513799323085550e+02
9.063207643289863391e-01 4.126576905793900019e-01 1.243553770453689866e+00 6.468498790328261805e+00 3.136697290595265475e+00 1.926695246774996928e+00 2.203031897828182373e-01 3.972918233473839678e+02
7.201457788602707577e-01 6.167028108729015745e-01 2.091797829120400465e+00 4.863053362794638623e+00 3.881792252935736265e+00 2.588987298703434359e+00 4.599767060547263475e-01 3.952411722603729913e+02
