Nested Sampling Global Log-Evidence           :   -0.928234009354671684E+03  +/-    0.170160830111444256E+00
Nested Importance Sampling Global Log-Evidence:   -0.928704290024925285E+03  +/-    0.823931307660250439E-01

Dim No.       Mean        Sigma
   1    0.859318018830069419E+00    0.696497236004567366E-01
   2    0.403740810005017992E+00    0.701242234221837457E-01
   3    0.193133348071458544E+01    0.352523911296051540E+00
   4    0.522412813528196196E+01    0.430054649525264066E+00
   5    0.372527278148358665E+01    0.241949131439943899E+00
   6    0.217859579173356410E+01    0.131147022922164069E+00
   7    0.172555954233747338E+00    0.118222706283787851E+00
   8    0.397452595171437622E+03    0.163802672720973508E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.840888021691616361E+00
   2    0.411490878607195631E+00
   3    0.195005154350261400E+01
   4    0.521911079669451894E+01
   5    0.369837532316592599E+01
   6    0.218761760001582495E+01
   7    0.759362535413744561E-02
   8    0.397189775044394537E+03

MAP Parameters
Dim No.        Parameter
   1    0.982176099763123034E+00
   2    0.494343113921536625E+00
   3    0.549207900854415954E+00
   4    0.685238107713382227E+01
   5    0.352844828595394011E+01
   6    0.221072249491524708E+01
   7    0.995854018586732892E-01
   8    0.397913930104331882E+03
