7.863395797222028083e-01 8.202945440137336675e-02 1.109633456466178281e+00 7.470192850496456316e+00 5.331378791167063369e+00 3.472023337031057508e+02 5.384585955629425102e-01 3.668674347818794558e+03
7.867320341673591511e-01 8.385792364508433405e-02 1.110055611983386203e+00 7.465648519206705025e+00 5.337633733504317135e+00 3.467561456678598688e+02 5.583146595772551235e-01 3.675757438997610734e+03
7.852392349050687503e-01 8.236462660218070442e-02 1.110332404431982445e+00 7.460270276477732665e+00 5.339440318571255339e+00 3.472380764618667399e+02 4.233305771226180125e-01 3.667381970369303872e+03
7.857856043890030229e-01 8.193581210291817074e-02 1.110696970635767000e+00 7.458758293513279902e+00 5.340233055391454542e+00 3.472216645462459041e+02 3.328658184057838310e-01 3.665475502996667728e+03
7.849655996520448209e-01 8.030554360124950164e-02 1.109225239153910358e+00 7.459176625961629448e+00 5.340133897701757171e+00 3.475470668017526918e+02 5.316030883050745226e-01 3.661824263125793095e+03
7.854878782481271582e-01 8.088808227735366785e-02 1.109128159623841592e+00 7.464973564827088737e+00 5.335591768564472481e+00 3.474275400034263726e+02 7.379052789499584986e-01 3.664481406158254686e+03
7.867535737317605804e-01 8.319827696755231761e-02 1.108996663961552942e+00 7.467244240026845503e+00 5.336271455302799005e+00 3.468779494702066017e+02 3.234135677499591632e-01 3.672803276222878594e+03
7.851342137810202182e-01 7.957408512791000477e-02 1.109451153322409622e+00 7.447988313143219408e+00 5.349589561967572848e+00 3.476463885016464133e+02 3.451972228503576434e-01 3.657423823143318259e+03
7.854974022103378140e-01 8.205383237733254731e-02 1.109845068380097555e+00 7.467231687930585338e+00 5.333211691761029272e+00 3.472122320114865488e+02 1.664627542315284120e-02 3.666782615284559597e+03
7.859148629091583516e-01 8.241160217243782837e-02 1.110050998712443171e+00 7.460900192605545378e+00 5.340249453561169091e+00 3.471154663524461625e+02 7.137106247687031724e-01 3.670235057697904267e+03
7.853862404691707155e-01 8.073350539002469017e-02 1.110360316668395742e+00 7.445483772180132576e+00 5.352026506414794937e+00 3.475098627744716850e+02 7.468850632955464919e-01 3.661048260287032008e+03
7.862613911151012935e-01 8.279467018890496188e-02 1.109969723209409009e+00 7.464694398338428627e+00 5.336838458287807896e+00 3.470216720468321796e+02 7.897126643748971775e-01 3.671059915401717262e+03
7.864142442134649524e-01 8.116126567480069776e-02 1.108346002787018669e+00 7.468434281494848115e+00 5.333856289396787353e+00 3.472367983483112539e+02 6.260888091075795803e-01 3.665920016118595868e+03
7.862460922642220407e-01 8.254184221498568619e-02 1.109502229180800992e+00 7.463057870515855008e+00 5.338688507318520848e+00 3.470934719089015630e+02 8.507755769219578490e-02 3.669376911889114126e+03
