Nested Sampling Global Log-Evidence           :   -0.935123984282433980E+03  +/-    0.161469587376668750E+00
Nested Importance Sampling Global Log-Evidence:   -0.935398671973298974E+03  +/-    0.195021090744420048E-01

Dim No.       Mean        Sigma
   1    0.812279460531639019E+00    0.116814169618455171E+00
   2    0.463537613613125010E+00    0.163852142580213939E+00
   3    0.149248472443061941E+01    0.767957097617798845E+00
   4    0.585401858949738418E+01    0.198621928369043310E+01
   5    0.327185218272422462E+01    0.100400973962335938E+01
   6    0.339495533951218365E+01    0.531682777951496988E+00
   7    0.315952759723326315E+00    0.143231779773513368E+00
   8    0.998860291122720945E+01    0.163161229975257838E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.771556290283319735E+00
   2    0.501628448858778775E+00
   3    0.241781269826766154E+01
   4    0.765021722906287760E+01
   5    0.367465772079638064E+01
   6    0.383913424424585736E+01
   7    0.141796646659232195E+00
   8    0.100361023124723197E+02

MAP Parameters
Dim No.        Parameter
   1    0.908640252212686184E+00
   2    0.516695011234778567E+00
   3    0.193182297542780734E+01
   4    0.859950344633755570E+01
   5    0.315141860100013549E+01
   6    0.287174963758642310E+01
   7    0.397632299475071394E+00
   8    0.997990295150717088E+01
