Nested Sampling Global Log-Evidence           :   -0.897356405923092666E+03  +/-    0.163454505051128601E+00
Nested Importance Sampling Global Log-Evidence:   -0.897623707519210370E+03  +/-    0.266714554444019460E-01

Dim No.       Mean        Sigma
   1    0.800354656098266060E+00    0.116588090542964026E+00
   2    0.364633897892777226E+00    0.176457265195200247E+00
   3    0.163239922293205675E+01    0.108409026683474718E+01
   4    0.719915823290178558E+01    0.160074592695043272E+01
   5    0.262141432215034254E+01    0.114675865180265135E+01
   6    0.339765821180387517E+01    0.489934601238640688E+00
   7    0.172306799812505629E+00    0.975190018847059831E-01
   8    0.971131380144900369E+01    0.116858754405551379E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.754534242415822343E+00
   2    0.257568647205541512E+00
   3    0.300455508970957297E+01
   4    0.859455975980092646E+01
   5    0.187929554794837972E+01
   6    0.356615305946184158E+01
   7    0.135082228577960671E-01
   8    0.967561727660852178E+01

MAP Parameters
Dim No.        Parameter
   1    0.948404687949353287E+00
   2    0.335900601926545916E+00
   3    0.843945771652642285E+00
   4    0.531884067717579079E+01
   5    0.106312668834579571E+01
   6    0.290558672614134661E+01
   7    0.149747807777043468E+00
   8    0.962462141960414463E+01
