Nested Sampling Global Log-Evidence           :   -0.935931752759165761E+03  +/-    0.155344061414713547E+00
Nested Importance Sampling Global Log-Evidence:   -0.936643189442612879E+03  +/-    0.478760077711626666E-01

Dim No.       Mean        Sigma
   1    0.774325798213602701E+00    0.122891648473231460E+00
   2    0.328961504301635843E+00    0.184421327375902944E+00
   3    0.218598366782456166E+01    0.407014023089997179E+00
   4    0.848839437931827412E+01    0.750805791876121731E+00
   5    0.279745223308690649E+01    0.904338010073106657E+00
   6    0.348102576764593374E+01    0.510833513225024238E+00
   7    0.274864403089657650E+00    0.153782651883762611E+00
   8    0.974623873724316780E+01    0.131957516084895171E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.716577037526284322E+00
   2    0.302810915742541376E+00
   3    0.214236820425927510E+01
   4    0.907012466455745248E+01
   5    0.215479327819674049E+01
   6    0.363522611280815244E+01
   7    0.254785070494979449E+00
   8    0.967987305628201966E+01

MAP Parameters
Dim No.        Parameter
   1    0.702925325229625919E+00
   2    0.493841820670677722E+00
   3    0.243238637991139317E+01
   4    0.843668597667752351E+01
   5    0.230819788192715025E+01
   6    0.398168295097489411E+01
   7    0.104330589511767408E+00
   8    0.954247564051182451E+01
