Nested Sampling Global Log-Evidence           :   -0.921028231726127842E+03  +/-    0.154641962737116195E+00
Nested Importance Sampling Global Log-Evidence:   -0.921814585975261593E+03  +/-    0.595166489871751872E-01

Dim No.       Mean        Sigma
   1    0.702781422165357994E+00    0.137613245915565952E+00
   2    0.442013982912255354E+00    0.215319575539117403E+00
   3    0.254148013283452112E+01    0.478769064509143860E+00
   4    0.736481532281348805E+01    0.880485214167167296E+00
   5    0.364754210681311974E+01    0.785034325483975892E+00
   6    0.380315651922489817E+01    0.940615520780443859E+00
   7    0.195598899544968147E+00    0.125875116377392154E+00
   8    0.100180308996251615E+02    0.140012744766200181E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.413275284010333532E+00
   2    0.884872802446930562E+00
   3    0.242940601048185822E+01
   4    0.764999878686714840E+01
   5    0.376906051129996911E+01
   6    0.781711814304501740E+01
   7    0.663367057703384971E-01
   8    0.100514665987333327E+02

MAP Parameters
Dim No.        Parameter
   1    0.484617104783898078E+00
   2    0.341944468847055039E+00
   3    0.252293251156560006E+01
   4    0.793180953790222087E+01
   5    0.327349582669730799E+01
   6    0.387373109493112144E+01
   7    0.121100945007852318E+00
   8    0.999268228425021121E+01
