Nested Sampling Global Log-Evidence           :   -0.871684131781694305E+03  +/-    0.154133311258351946E+00
Nested Importance Sampling Global Log-Evidence:   -0.872038941411547512E+03  +/-    0.685708679826605716E-01

Dim No.       Mean        Sigma
   1    0.540807570367563217E+00    0.163001581336842644E+00
   2    0.404111344528467364E+00    0.216559870721940023E+00
   3    0.236520017195133825E+01    0.226394542520009873E+00
   4    0.593367984501618295E+01    0.187882491488276959E+01
   5    0.291398689565930535E+01    0.138280593464838786E+01
   6    0.130319445451224269E+01    0.260398728112566591E+00
   7    0.142297156760463700E+00    0.926147255182983714E-01
   8    0.461280663166427360E+03    0.818723796989446662E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.498283436107744837E+00
   2    0.474983352016583704E+00
   3    0.231216410734708644E+01
   4    0.460013721826087441E+01
   5    0.193158689412857876E+01
   6    0.142669003460395372E+01
   7    0.365191616021226795E-01
   8    0.461771952175304193E+03

MAP Parameters
Dim No.        Parameter
   1    0.474556203325551706E+00
   2    0.495343793007151229E-01
   3    0.257060834173628372E+01
   4    0.909555099997203342E+01
   5    0.321960909835350106E+01
   6    0.111636106826328696E+01
   7    0.273779392284892009E+00
   8    0.456491391395768972E+03
