Nested Sampling Global Log-Evidence           :   -0.903161715818737775E+03  +/-    0.156400369146469653E+00
Nested Importance Sampling Global Log-Evidence:   -0.903564455853601089E+03  +/-    0.636199717245703872E-01

Dim No.       Mean        Sigma
   1    0.766314575315141466E+00    0.134211868765187842E+00
   2    0.271546943952786279E+00    0.182597662094680202E+00
   3    0.120520305795375560E+01    0.108041067801329183E+01
   4    0.642442850304081237E+01    0.179398052047947898E+01
   5    0.321421493403248704E+01    0.148096010676165046E+01
   6    0.280941841263216574E+01    0.462317709076984662E+00
   7    0.158021326126067369E+00    0.100444644497253197E+00
   8    0.979854879569727544E+01    0.156876768964473029E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.651417683573293438E+00
   2    0.174764873221703143E+00
   3    0.304143618743673327E+01
   4    0.873144625493472049E+01
   5    0.175572697190482563E+01
   6    0.315688556385202990E+01
   7    0.216620099601206664E-01
   8    0.978805442591210095E+01

MAP Parameters
Dim No.        Parameter
   1    0.962130340364921066E+00
   2    0.213291445718450268E+00
   3    0.227757198494885538E+01
   4    0.549446184426566653E+01
   5    0.583712467130431456E+01
   6    0.231965098618031318E+01
   7    0.596973017141093354E-01
   8    0.979008810005476171E+01
