9.525336555146353135e-01 2.879822796571689381e-01 7.627904868835388985e-01 6.415080441524409594e+00 3.518597227441857545e+00 2.124406899129893223e+00 5.169430944709211273e-01 3.931263940664021561e+02 -9.285502043606439493e-01 1.444117853992000766e-01 1.093268143756309652e+00 4.293776786821258185e+00 5.825451067996373133e+00 7.539488383746031808e+00 8.426788939951978818e+02
7.710822032062347731e-01 3.853324605338573905e-01 2.045492536644846204e+00 4.949940412401883982e+00 3.848361666819282600e+00 2.050567380987413202e+00 2.873476976818620243e-01 3.964802885497410898e+02 -9.514639678323704164e-01 2.066163682808160595e-01 9.335445886700042273e-01 3.789630544670771872e+00 6.143779842334025076e+00 7.503050224559556725e+00 8.399084434698424957e+02
6.960055755900809160e-01 6.651780350708511591e-01 1.533462430488464534e+00 5.869945373107558595e+00 3.454507203125765979e+00 2.985611450611327378e+00 2.181199623116930886e-01 3.954613243931763691e+02 -9.349128602657881260e-01 1.007230735779881675e-01 5.968878514899554899e-01 3.419309728925399305e+00 6.186001065880479821e+00 7.473818333913874845e+00 8.414893164027553212e+02
9.687122066600690751e-01 1.820334193067335016e-01 5.852739378379155921e-01 6.596667477114210421e+00 3.762856210500135301e+00 1.832502895766869644e+00 3.746197730090628508e-01 3.959116895844964006e+02 -9.071259945330927277e-01 1.488466145671157592e-01 7.833518660758255203e-01 3.542039858083308790e+00 6.246574464772081114e+00 7.626925691382022698e+00 8.407213248092280082e+02
7.363539642316254685e-01 6.172522921658911699e-01 2.095223334336596466e+00 5.055650021653872450e+00 3.575466075292524692e+00 2.624873626263698689e+00 1.681073218075798958e-01 3.904213994407543851e+02 -9.103433634456576939e-01 1.490575593912362717e-01 7.708567002310088290e-01 3.508720222679341916e+00 6.270841895213830952e+00 7.763485487330358481e+00 8.395926270107349865e+02
7.348015246615733354e-01 2.707430236307785121e-01 2.202372288331531980e+00 5.134160443355098913e+00 3.407051063338089936e+00 2.417212401971001512e+00 5.530572060707208415e-01 3.939686534067585058e+02 -9.529769906664113943e-01 1.884745362504362531e-01 7.058843152970217805e-01 3.569130023829398812e+00 6.153157959925412257e+00 7.457309678426047306e+00 8.409797099952902499e+02
5.437551416201276133e-01 4.794988262404118462e-01 1.512860217854895328e+00 5.634613321463352698e+00 3.620651275196053565e+00 2.632947086762215783e+00 6.218200341579909196e-01 3.941489314489053299e+02 -8.937616963071971510e-01 1.001024532557630575e-01 6.293268334732129432e-01 3.366552012898716306e+00 6.280370040630243622e+00 7.477302494229850716e+00 8.396211776654181449e+02
7.097315993647057564e-01 6.136568542942500981e-01 1.859829440527037248e+00 5.166701837613015158e+00 3.604127525302173840e+00 2.524142678464873057e+00 2.479614846369815606e-01 3.913359634948392340e+02 -9.113183906395437850e-01 1.525453158503660700e-01 9.882499793939345523e-01 3.725607844484262632e+00 6.258916955782077629e+00 7.812746227473964744e+00 8.380206331814222267e+02
9.124903337169754103e-01 7.043915557133068051e-01 1.620732539703250596e+00 5.391656641218112611e+00 3.607955501863294501e+00 2.420998025756250005e+00 1.334636144496764987e-01 3.934152949605954177e+02 -9.211029672896935416e-01 1.142424185510444029e-01 8.674855428197568719e-01 3.648040669817735449e+00 6.196418571715334167e+00 7.685796676214432743e+00 8.372003500740229356e+02
7.494803018162952135e-01 5.035215296196513535e-01 1.818565960316918417e+00 5.285888351583015066e+00 3.700382538024789447e+00 2.581915543568527038e+00 7.532468061290953365e-01 3.956950075962193978e+02 -8.738032192163098788e-01 1.330310797934139977e-01 8.206356437521450387e-01 3.681662179953552716e+00 6.163407323776345592e+00 7.731691968061697118e+00 8.394403335914397530e+02
9.109719053935640964e-01 2.549010971498105182e-01 2.262382833281936456e+00 4.864371788955941689e+00 3.492737540553376263e+00 2.296987946362309074e+00 2.781421616154718390e-01 3.913996995625237787e+02 -9.175086761329337426e-01 1.794881455966437500e-01 7.620416240742489133e-01 3.577758378945499640e+00 6.198030990848478083e+00 7.369844918215596508e+00 8.403102376849694792e+02
8.150224499888019114e-01 3.794441421253327285e-01 1.583678994506847237e+00 4.966446063137727407e+00 3.982234870936203208e+00 2.261643914069092709e+00 5.950311192192137000e-01 3.886841879281980709e+02 -8.928261775958519220e-01 1.395447418396348616e-01 8.552406459655980120e-01 3.870843269797649366e+00 5.984959924722758728e+00 7.595183549144445934e+00 8.379326391438812607e+02
9.249699212384225877e-01 5.119419077520883654e-01 1.824556145838186261e+00 5.132749941405059246e+00 3.755701071518800838e+00 2.003939059914515486e+00 6.279602551200842431e-01 3.955247994046861209e+02 -9.100682129466812764e-01 1.854698646406680584e-01 8.979417051849634124e-01 3.753284213443288220e+00 6.144522796907196494e+00 7.530190655543983702e+00 8.418399259364316549e+02
7.003022828993554771e-01 3.404785386248999624e-01 1.275270821426917944e+00 6.089143780109991688e+00 3.454286179549383107e+00 2.687623542295722423e+00 2.591622536678918620e-01 3.956681403248500715e+02 -8.982309741775473810e-01 6.535486700061796106e-02 6.236509919642367894e-01 3.692562035133608145e+00 5.959946293974434539e+00 7.519095124474721281e+00 8.446691484665821008e+02
8.504282163261076555e-01 3.388939183641327957e-01 8.539367372806685452e-01 6.557680623255389918e+00 3.439780877109795743e+00 2.150594479182847962e+00 3.220192335043193799e-01 3.937858562612775017e+02 -9.140444401929614937e-01 1.940798213378024106e-01 6.540010525827670840e-01 3.640717548227881295e+00 6.031674437180311266e+00 7.504530450284368825e+00 8.406605967531617125e+02
8.049758445236878668e-01 3.724313663427822885e-01 1.461315539135426445e+00 5.578624128693064677e+00 3.721163161677695896e+00 2.496391009042556952e+00 2.687307767827306071e-01 3.956912745705030261e+02 -8.735259951672649237e-01 8.402503427292955240e-02 8.419752759470124914e-01 4.009732085252688982e+00 5.876970452811797863e+00 7.695174307430120209e+00 8.430666086469861966e+02
9.625475764979221083e-01 6.866347526204672480e-01 2.068882188616618656e+00 5.095182607259678420e+00 3.471543142950237471e+00 2.451981520918578461e+00 4.956824924997672577e-01 3.937730545314682900e+02 -8.889957747853716175e-01 1.111109609492966360e-01 7.272463997910779687e-01 3.947347690291262090e+00 5.782038995539684478e+00 7.596769679644693518e+00 8.393390940099291129e+02
9.147197553687451688e-01 3.713561655958825258e-01 7.699857942072783068e-01 5.775968085402857000e+00 4.101771484694194392e+00 1.899085629262389441e+00 5.134327890562139229e-01 3.930140431674522574e+02 -9.176463560031562494e-01 1.841296863010266349e-01 9.641242041164614918e-01 3.877345769587210000e+00 6.089265943242803125e+00 7.534792754978180795e+00 8.379155554351984847e+02
6.644684089225332269e-01 5.459909278470029825e-01 1.258985716677758271e+00 5.821780740018414058e+00 3.612755519105980362e+00 2.337033446463614883e+00 5.426352707884445348e-01 3.915136850947110361e+02 -9.190511793317444056e-01 1.120039817472328336e-01 9.892533680016986075e-01 4.009962761752023042e+00 5.984915117040236154e+00 7.680522133194020107e+00 8.405679605798936791e+02
8.999975339663914831e-01 7.079988085049084834e-01 1.408574927464608662e+00 5.586122797732965495e+00 3.704225991483890201e+00 2.280029081915358802e+00 3.894201042911935029e-01 3.921479545286877055e+02 -9.019264605590794348e-01 1.493473130175613783e-01 7.855688559497794321e-01 3.998915724971004337e+00 5.808565354347864584e+00 7.608713448700139992e+00 8.413759477956721184e+02
7.482696854935952935e-01 3.667243731006257779e-01 1.352211438283894118e+00 5.624824096659219563e+00 3.463527989051450984e+00 2.496364410902156550e+00 4.836145814484114624e-01 3.887297235066581607e+02 -9.449865746040185810e-01 1.354152264846904541e-01 7.487570211302435608e-01 3.520144888860799348e+00 6.219517788359048005e+00 7.337300748678570628e+00 8.376500913935714152e+02
