Nested Sampling Global Log-Evidence           :   -0.885209089245778614E+03  +/-    0.155250583664537561E+00
Nested Importance Sampling Global Log-Evidence:   -0.885583806419269763E+03  +/-    0.401547072441215541E-01

Dim No.       Mean        Sigma
   1    0.464590390994529923E+00    0.145727145670263541E+00
   2    0.440032083060004464E+00    0.194288775513342366E+00
   3    0.231061913802603147E+01    0.161493212075394660E+00
   4    0.476401928130158137E+01    0.543162886689186108E+00
   5    0.192816273805493488E+01    0.583506132697090618E+00
   6    0.157279938248043449E+01    0.307322854820670066E+00
   7    0.155055634731501163E+00    0.104394825713874734E+00
   8    0.466818414592102954E+03    0.780933203127007314E+01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.444629721480577000E+00
   2    0.555100787520805161E+00
   3    0.231471245088275213E+01
   4    0.485122223016576992E+01
   5    0.177533697870980101E+01
   6    0.167450458119644563E+01
   7    0.330327837906734256E-01
   8    0.465396967782344177E+03

MAP Parameters
Dim No.        Parameter
   1    0.576044334195762620E+00
   2    0.648183016741097240E+00
   3    0.225531928067131293E+01
   4    0.446481228016052167E+01
   5    0.208886228747120573E+01
   6    0.171561019306170337E+01
   7    0.232776804038809570E+00
   8    0.455834939045030126E+03
