Nested Sampling Global Log-Evidence           :   -0.925703880270683840E+03  +/-    0.160562726125740435E+00
Nested Importance Sampling Global Log-Evidence:   -0.926066959329541305E+03  +/-    0.273999244438341075E-01

Dim No.       Mean        Sigma
   1    0.811166936409495998E+00    0.107810270626283275E+00
   2    0.449474444251933558E+00    0.177814954142442583E+00
   3    0.477371913696191141E+00    0.413577017083923748E+00
   4    0.428761655643079553E+01    0.887979123593188202E+00
   5    0.273606485767702035E+01    0.844328379615948421E+00
   6    0.318935591282223063E+01    0.549113498542627254E+00
   7    0.213845727828427784E+00    0.128892486334406503E+00
   8    0.988797429544924888E+01    0.152873471868234106E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.838294324759536913E+00
   2    0.345679274588371999E+00
   3    0.106461734895474010E-01
   4    0.365465440638339967E+01
   5    0.373260658428239500E+01
   6    0.309483804626636427E+01
   7    0.963856790268052405E-01
   8    0.100359864035824575E+02

MAP Parameters
Dim No.        Parameter
   1    0.893828928733038763E+00
   2    0.573238968938562965E+00
   3    0.731116932667567387E+00
   4    0.315389046854488031E+01
   5    0.350607329234088239E+01
   6    0.322500471035686775E+01
   7    0.399555070960057934E+00
   8    0.992056566473941182E+01
