-1.571069737132074806e+01 5.321125677601230564e-01
-2.481691963983939786e+01 3.400556162881002820e+00
-4.381408591839726796e+01 7.574900553458064678e+00
-5.343367745809337066e+01 1.266904990874172654e+01
-7.254359071425255934e+01 1.515650672781794128e+01
-8.687534361224271606e+01 1.891874474280280083e+01
-9.777895521654409094e+01 1.975429625011793178e+01
-1.144735708108614745e+02 2.397949565678879935e+01
-1.312964480262407960e+02 2.461935899273953510e+01
-1.448042617661430995e+02 2.402486593490141331e+01
-1.594978281976227663e+02 2.759962555124411665e+01
-1.701645182419415505e+02 2.887015501321275224e+01
-1.886906779195736590e+02 3.243906462014183489e+01
-2.053568616983544644e+02 3.291481223102982767e+01
-2.207210954462975678e+02 3.276295128114816180e+01
-2.324230717134859105e+02 3.232015785787370987e+01
-2.462786506978573016e+02 3.290007868053908169e+01
-2.619869028627381340e+02 3.483798874674721446e+01
-2.769600965463996545e+02 3.450279328835222259e+01
-2.914710194406970345e+02 3.492190978438702587e+01
-3.080365751496282201e+02 3.156235518896210124e+01
-3.218445551741251620e+02 3.113789870860364317e+01
-3.402011213844577924e+02 3.341601547863501764e+01
-3.528062705092197575e+02 3.306147421663081332e+01
-3.668025376710120327e+02 3.029869656023868174e+01
-3.843199484613148798e+02 3.184340222232958695e+01
-3.975164271176681723e+02 2.833561931548138091e+01
-4.131266090159870146e+02 2.490942848722897907e+01
-4.301481303866357848e+02 2.281766515785238880e+01
-4.437795078148237735e+02 2.128267777108504788e+01
-4.594142896902180837e+02 2.206621666645890301e+01
-4.730819323793427884e+02 2.094634644069901697e+01
-4.923550934571558173e+02 1.531870229172318432e+01
-5.062473101319729381e+02 1.275885409116744995e+01
-5.226448760200095194e+02 8.663038014411540644e+00
-5.376292935869535086e+02 4.488194321921127994e+00
-5.527533198167284354e+02 3.451576706184027898e+00
-5.714315847685256813e+02 3.581070228747194051e-01
-5.851894535537885531e+02 -4.298807778126047197e+00
-6.000755366339728880e+02 -8.668894773793454078e+00
-6.156409761227096169e+02 -1.622684112940987688e+01
-6.311814428070933900e+02 -1.996579217527062156e+01
-6.477724600436604305e+02 -2.166224725086067338e+01
-6.638916959289185797e+02 -2.691329560758526895e+01
-6.791855814923137586e+02 -3.110757895959159214e+01
-6.962154556058685557e+02 -3.711169500118991493e+01
-7.107328697541479414e+02 -4.419344285472425327e+01
-7.238799815526165276e+02 -5.238596673998335973e+01
-7.406034276047730600e+02 -5.801869711363724491e+01
-7.547495346246746522e+02 -6.139676802118447085e+01
-7.685526129161708013e+02 -6.552053874427008395e+01
-7.882924126987062436e+02 -7.342841290613023375e+01
-8.033176802250095534e+02 -8.070136387916636522e+01
-8.165403986286082727e+02 -8.937863865641293160e+01
-8.346249479320113096e+02 -9.426126230856516486e+01
-8.474112000465104302e+02 -1.007807248923290899e+02
-8.620532976645672534e+02 -1.060808673826545601e+02
-8.801245738487759809e+02 -1.168108707167752982e+02
-8.928293034105719244e+02 -1.286408373492818100e+02
-9.088508014613308887e+02 -1.330119023633724282e+02
-9.224691759367549366e+02 -1.423196835051840026e+02
-9.410406559498169372e+02 -1.476850286984890772e+02
-9.547602752309262542e+02 -1.539635856711379347e+02
-9.707746630120514055e+02 -1.629055308501008312e+02
-9.860016119300576065e+02 -1.757052128092664134e+02
-9.993539894975290281e+02 -1.845997104249886434e+02
-1.012726768844509365e+03 -1.978213882615727925e+02
-1.028874749665390709e+03 -2.041849179894957160e+02
-1.042454294031801510e+03 -2.111474170452258647e+02
-1.059424504935018376e+03 -2.195004977693038200e+02
-1.076190929225817399e+03 -2.294811532982998870e+02
-1.086342853510752320e+03 -2.402498243408328449e+02
-1.102283708305304117e+03 -2.529294996924031693e+02
-1.117214578774313850e+03 -2.617903159234156192e+02
-1.130849890080191017e+03 -2.741594976655933351e+02
-1.144362612799163344e+03 -2.813311995648045922e+02
-1.158730402384464469e+03 -2.955208182815285909e+02
-1.175099841477418977e+03 -3.069326432100451711e+02
-1.184948380172847010e+03 -3.190238532050116191e+02
-1.203043448118937704e+03 -3.326092340391634821e+02
